"","Rk","Player","Pos","Age","Tm","G","MP","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","Var.20","OWS","DWS","WS","WS.48","Var.25","OBPM","DBPM","BPM","VORP","links"
"173","131","Sam Dekker","PF","24","TOT","47","788","13.3",".519",".242",".180","7.2","13.5","10.2","8.3","2.3","0.7","8.0","16.2",NA,"0.6","0.5","1.0",".064",NA,"-1.5","-0.8","-2.3","-0.1","/players/d/dekkesa01.html"
"174","131","Sam Dekker","PF","24","CLE","9","169","14.0",".544",".271",".208","5.7","16.5","10.8","7.9","3.2","0.0","8.7","14.9",NA,"0.2","0.1","0.3",".080",NA,"-1.0","-0.4","-1.4","0.0","/players/d/dekkesa01.html"
"175","131","Sam Dekker","PF","24","WAS","38","619","13.2",".514",".236",".173","7.6","12.6","10.1","8.4","2.1","1.0","7.8","16.6",NA,"0.4","0.4","0.8",".059",NA,"-1.6","-0.9","-2.5","-0.1","/players/d/dekkesa01.html"
"176","132","Angel Delgado","C","24","LAC","2","15","4.3",".255",".000",".400","14.6","13.7","14.1","0.0","3.1","0.0","0.0","16.5",NA,"0.0","0.0","0.0","-0.055",NA,"-8.7","-4.0","-12.7","0.0","/players/d/delgaan01.html"
"177","133","Matthew Dellavedova","PG","28","TOT","48","812","11.1",".532",".537",".215","0.8","9.9","5.2","31.9","0.8","0.2","20.4","17.9",NA,"0.5","0.0","0.5",".028",NA,"-1.3","-4.1","-5.5","-0.7","/players/d/dellama01.html"
"178","133","Matthew Dellavedova","PG","28","MIL","12","97","7.5",".482",".579",".211","0.0","9.9","5.2","35.7","1.0","0.0","34.6","13.7",NA,"0.0","0.1","0.1",".043",NA,"-5.5","-3.1","-8.6","-0.2","/players/d/dellama01.html"
"179","133","Matthew Dellavedova","PG","28","CLE","36","715","11.5",".537",".534",".215","0.9","9.9","5.2","31.3","0.8","0.2","18.9","18.4",NA,"0.5","-0.1","0.4",".026",NA,"-0.8","-4.3","-5.1","-0.6","/players/d/dellama01.html"
"180","134","Luol Deng","SF","33","MIN","22","392","14.6",".588",".373",".297","5.4","14.6","10.0","6.5","1.8","1.7","9.5","15.8",NA,"0.5","0.3","0.8",".101",NA,"-0.2","-0.5","-0.6","0.1","/players/d/denglu01.html"
"181","135","DeMar DeRozan","SG","29","SAS","77","2688","19.6",".542",".034",".336","2.2","16.4","9.4","27.6","1.6","1.1","11.7","27.9",NA,"3.6","2.6","6.3",".112",NA,"0.4","0.5","0.9","2.0","/players/d/derozde01.html"
"182","136","Marcus Derrickson","PF","22","GSW","11","67","19.4",".653",".606",".152","13.3","7.6","10.4","2.2","0.0","1.3","7.9","24.4",NA,"0.2","0.0","0.2",".155",NA,"3.9","-6.6","-2.8","0.0","/players/d/derrima01.html"
"183","137","Cheick Diallo","PF","22","NOP","64","896","17.5",".644",".015",".247","8.8","29.3","19.2","5.1","1.5","3.0","14.0","16.0",NA,"1.4","1.2","2.6",".140",NA,"-2.1","0.5","-1.6","0.1","/players/d/diallch01.html"
"184","138","Hamidou Diallo","SG","20","OKC","51","526","10.1",".497",".145",".358","7.2","12.0","9.5","4.4","1.9","1.6","10.7","16.6",NA,"0.1","0.7","0.8",".069",NA,"-4.3","-0.3","-4.7","-0.4","/players/d/diallha01.html"
"185","139","Gorgui Dieng","C","29","MIN","76","1031","18.1",".572",".149",".281","8.3","24.1","16.1","10.3","2.2","3.4","11.9","19.6",NA,"1.5","1.3","2.8",".132",NA,"-0.9","1.4","0.5","0.7","/players/d/dienggo01.html"
"186","140","Spencer Dinwiddie","PG","25","BRK","68","1914","16.3",".580",".447",".430","1.4","7.6","4.6","25.6","1.0","0.7","13.4","24.9",NA,"3.5","1.4","4.8",".121",NA,"1.9","-2.1","-0.2","0.8","/players/d/dinwisp01.html"
"188","141","Donte DiVincenzo","SG","22","MIL","27","411","9.1",".507",".669",".097","4.2","11.4","8.0","9.7","1.5","1.2","12.8","15.1",NA,"0.0","0.6","0.6",".069",NA,"-1.9","0.1","-1.8","0.0","/players/d/divindo01.html"
"189","142","Luka Doncic","SG","19","DAL","72","2318","19.6",".545",".433",".409","4.0","21.9","13.0","31.6","1.6","0.9","15.0","30.5",NA,"2.1","2.8","4.9",".101",NA,"2.9","1.2","4.1","3.6","/players/d/doncilu01.html"
"190","143","Tyler Dorsey","SG","22","TOT","48","698","11.2",".509",".500",".231","4.2","13.7","8.9","12.4","1.0","0.3","8.5","19.7",NA,"0.2","0.4","0.6",".043",NA,"-1.4","-2.4","-3.8","-0.3","/players/d/dorsety01.html"
"191","143","Tyler Dorsey","SG","22","ATL","27","251","7.8",".448",".438",".292","3.7","14.6","9.0","9.3","1.3","0.3","9.1","17.9",NA,"-0.2","0.1","-0.1","-0.010",NA,"-4.3","-2.6","-6.9","-0.3","/players/d/dorsety01.html"
"192","143","Tyler Dorsey","SG","22","MEM","21","447","13.1",".541",".531",".200","4.4","13.3","8.8","14.2","0.8","0.2","8.2","20.7",NA,"0.4","0.3","0.7",".073",NA,"0.2","-2.3","-2.1","0.0","/players/d/dorsety01.html"
"193","144","Damyean Dotson","SG","24","NYK","73","2004","10.8",".526",".490",".140","1.7","12.2","6.8","10.4","1.4","0.4","8.7","17.3",NA,"0.7","0.9","1.5",".037",NA,"-0.9","-1.4","-2.3","-0.2","/players/d/dotsoda01.html"
"194","145","PJ Dozier","SG","22","BOS","6","51","16.0",".434",".381",".095","12.5","23.1","17.8","13.7","1.9","0.0","0.0","18.5",NA,"0.1","0.1","0.1",".125",NA,"-0.5","-0.5","-1.1","0.0","/players/d/doziepj01.html"
"195","146","Goran Dragic","PG","32","MIA","36","991","13.9",".517",".379",".233","2.1","9.8","6.0","27.3","1.5","0.5","12.9","23.7",NA,"0.6","1.0","1.6",".079",NA,"0.1","-1.3","-1.2","0.2","/players/d/dragigo01.html"
"196","147","Andre Drummond","C","25","DET","79","2647","23.4",".555",".036",".392","16.8","34.7","25.4","7.2","2.5","4.4","12.4","22.9",NA,"4.1","5.9","10.0",".181",NA,"-0.7","3.6","2.9","3.3","/players/d/drumman01.html"
"197","148","Jared Dudley","PF","33","BRK","59","1220","7.8",".554",".632",".192","2.9","10.4","6.7","9.2","1.4","1.0","14.2","10.4",NA,"0.6","1.2","1.8",".070",NA,"-1.7","1.0","-0.7","0.4","/players/d/dudleja01.html"
"198","149","Kris Dunn","PG","24","CHI","46","1389","12.4",".484",".190",".136","1.5","13.3","7.3","30.0","2.4","1.3","16.2","20.1",NA,"-0.5","1.2","0.6",".022",NA,"-2.0","0.3","-1.8","0.1","/players/d/dunnkr01.html"
"199","150","Kevin Durant","SF","30","GSW","78","2702","24.2",".631",".281",".366","1.4","17.5","9.8","26.2","1.0","2.6","12.3","29.0",NA,"8.6","2.9","11.5",".204",NA,"4.2","0.1","4.3","4.3","/players/d/duranke01.html"
"200","151","Trevon Duval","PG","20","MIL","3","6","38.3",".833",".333",".000","0.0","16.0","8.5","59.0","0.0","0.0","0.0","20.9",NA,"0.1","0.0","0.1",".537",NA,"13.8","-4.1","9.7","0.0","/players/d/duvaltr01.html"
"201","152","Vince Edwards","SF","22","HOU","2","16","3.8",".375","1.000",".000","6.8","7.1","6.9","0.0","0.0","0.0","0.0","10.9",NA,"0.0","0.0","0.0","-0.014",NA,"-4.3","-5.5","-9.8","0.0","/players/e/edwarvi01.html"
"202","153","Henry Ellenson","PF","22","TOT","19","259","13.1",".538",".400",".263","2.0","25.5","13.4","9.6","1.3","0.7","7.8","19.0",NA,"0.2","0.2","0.4",".077",NA,"-2.5","-1.6","-4.0","-0.1","/players/e/ellenhe01.html"
"203","153","Henry Ellenson","PF","22","DET","2","25","14.8",".551",".400",".200","0.0","40.9","19.7","6.2","0.0","0.0","0.0","18.8",NA,"0.0","0.0","0.1",".149",NA,"-3.7","-2.9","-6.6","0.0","/players/e/ellenhe01.html"
"204","153","Henry Ellenson","PF","22","NYK","17","234","12.9",".536",".400",".271","2.2","23.8","12.7","10.0","1.4","0.7","8.6","19.0",NA,"0.1","0.2","0.3",".070",NA,"-2.3","-1.4","-3.8","-0.1","/players/e/ellenhe01.html"
"205","154","Wayne Ellington","SG","31","TOT","53","1297","11.8",".569",".814",".107","1.1","7.9","4.5","8.3","2.0","0.4","7.7","17.2",NA,"1.3","1.4","2.6",".097",NA,"1.2","-1.0","0.2","0.7","/players/e/ellinwa01.html"
"206","154","Wayne Ellington","SG","31","MIA","25","533","10.8",".547",".842",".087","1.2","8.2","4.7","7.8","2.2","0.5","6.8","16.5",NA,"0.4","0.6","1.0",".091",NA,"0.5","-0.9","-0.4","0.2","/players/e/ellinwa01.html"
"207","154","Wayne Ellington","SG","31","DET","28","764","12.5",".584",".795",".121","1.1","7.7","4.3","8.6","1.9","0.3","8.3","17.7",NA,"0.9","0.7","1.6",".102",NA,"1.7","-1.1","0.6","0.5","/players/e/ellinwa01.html"
"208","155","Joel Embiid","C","24","PHI","64","2154","26.1",".593",".219",".541","8.1","34.0","21.4","18.4","1.0","4.4","13.2","33.3",NA,"4.9","3.8","8.7",".194",NA,"2.0","2.1","4.1","3.3","/players/e/embiijo01.html"
"209","156","James Ennis","SF","28","TOT","58","1230","11.0",".590",".531",".276","5.3","10.9","8.1","4.7","1.6","1.6","9.3","12.7",NA,"1.6","1.0","2.6",".103",NA,"-0.5","-0.2","-0.7","0.4","/players/e/ennisja01.html"
"210","156","James Ennis","SF","28","HOU","40","949","11.3",".622",".569",".275","4.2","9.5","6.8","4.1","2.0","1.4","8.9","11.9",NA,"1.4","0.8","2.2",".112",NA,"-0.1","0.2","0.1","0.5","/players/e/ennisja01.html"
"211","156","James Ennis","SF","28","PHI","18","281","9.9",".510",".434",".277","8.9","15.4","12.2","6.7","0.5","2.0","10.6","15.5",NA,"0.2","0.2","0.4",".071",NA,"-2.0","-1.2","-3.2","-0.1","/players/e/ennisja01.html"
"212","157","Drew Eubanks","PF","21","SAS","23","113","15.1",".646",".000",".500","5.8","26.8","16.4","8.3","0.9","3.7","20.1","15.5",NA,"0.1","0.2","0.3",".120",NA,"-3.6","1.3","-2.3","0.0","/players/e/eubandr01.html"
"213","158","Jacob Evans","SG","21","GSW","30","204","3.5",".374",".283",".019","3.3","9.5","6.5","13.7","1.2","1.2","17.1","13.5",NA,"-0.3","0.2","-0.1","-0.030",NA,"-5.9","-0.9","-6.9","-0.3","/players/e/evansja02.html"
"214","159","Jawun Evans","PG","22","TOT","8","65","0.1",".214",".214",".000","1.7","19.0","10.2","19.7","2.2","0.0","30.0","13.2",NA,"-0.2","0.0","-0.2","-0.151",NA,"-10.4","-0.1","-10.5","-0.1","/players/e/evansja01.html"
"215","159","Jawun Evans","PG","22","PHO","7","64","0.7",".231",".154",".000","1.7","19.3","10.4","20.0","2.2","0.0","31.6","12.7",NA,"-0.2","0.0","-0.2","-0.139",NA,"-10.1","0.1","-10.0","-0.1","/players/e/evansja01.html"
"216","159","Jawun Evans","PG","22","OKC","1","1","-38.1",".000","1.000",".000","0.0","0.0","0.0","0.0","0.0","0.0","0.0","40.7",NA,"0.0","0.0","0.0","-0.946",NA,"-25.2","-13.6","-38.9","0.0","/players/e/evansja01.html"
"217","160","Tyreke Evans","SG","29","IND","69","1402","11.5",".483",".327",".242","2.7","13.0","7.9","17.5","2.0","1.1","13.9","26.4",NA,"-1.7","2.0","0.3",".010",NA,"-3.1","-0.5","-3.6","-0.6","/players/e/evansty01.html"
"219","161","Dante Exum","PG","23","UTA","42","664","11.2",".516",".257",".357","2.7","8.3","5.5","24.1","1.0","0.6","15.7","21.3",NA,"0.2","0.7","1.0",".069",NA,"-2.6","-1.4","-4.0","-0.3","/players/e/exumda01.html"
"220","162","Kenneth Faried","C","29","TOT","37","728","21.6",".622",".094",".374","14.4","23.4","18.8","4.6","1.1","2.7","9.7","20.3",NA,"2.1","0.9","2.9",".193",NA,"-0.2","-1.0","-1.2","0.2","/players/f/farieke01.html"
"221","162","Kenneth Faried","C","29","BRK","12","118","20.5",".622",".119",".381","13.4","25.7","19.6","2.8","0.8","2.7","10.9","19.6",NA,"0.2","0.2","0.4",".168",NA,"-2.0","-1.5","-3.5","0.0","/players/f/farieke01.html"
"222","162","Kenneth Faried","C","29","HOU","25","610","21.8",".622",".090",".372","14.6","23.0","18.7","4.9","1.2","2.6","9.4","20.4",NA,"1.8","0.7","2.5",".198",NA,"0.1","-0.9","-0.7","0.2","/players/f/farieke01.html"
"223","163","Derrick Favors","C","27","UTA","76","1766","21.8",".624",".126",".368","12.9","21.3","17.2","8.0","1.5","4.8","10.5","19.4",NA,"4.4","3.5","7.9",".215",NA,"1.1","3.2","4.3","2.8","/players/f/favorde01.html"
"224","164","Cristiano Felicio","C","26","CHI","60","746","13.4",".568",".022",".408","11.4","20.5","15.9","7.2","0.7","0.8","13.5","14.3",NA,"0.9","0.4","1.4",".088",NA,"-2.5","-1.1","-3.5","-0.3","/players/f/feliccr01.html"
"225","165","Raymond Felton","PG","34","OKC","33","379","11.2",".505",".452",".096","1.1","8.4","4.6","18.7","1.2","1.3","9.0","16.6",NA,"0.3","0.4","0.7",".087",NA,"-2.3","-1.9","-4.2","-0.2","/players/f/feltora01.html"
"226","166","Terrance Ferguson","SG","20","OKC","74","1931","6.4",".566",".673",".118","1.7","6.0","3.8","4.8","1.0","0.7","9.4","10.6",NA,"1.2","1.6","2.8",".070",NA,"-1.5","-0.5","-1.9","0.0","/players/f/fergute01.html"
"227","167","Yogi Ferrell","PG","25","SAC","71","1067","12.7",".550",".423",".190","1.2","9.5","5.3","17.0","1.6","0.3","9.5","16.3",NA,"1.3","0.6","1.9",".087",NA,"-0.5","-1.8","-2.3","-0.1","/players/f/ferreyo01.html"
