"","Rk","Player","Pos","Age","Tm","G","MP","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","Var.20","OWS","DWS","WS","WS.48","Var.25","OBPM","DBPM","BPM","VORP","links"
"390","285","Kevin Knox","PF","19","NYK","75","2158","8.7",".475",".398",".247","2.9","13.6","8.1","6.0","1.0","0.9","10.1","22.3",NA,"-2.2","0.9","-1.3","-0.030",NA,"-3.6","-2.4","-6.0","-2.2","/players/k/knoxke01.html"
"391","286","Furkan Korkmaz","SG","21","PHI","48","679","11.5",".528",".588",".180","2.6","13.8","8.3","10.7","2.0","0.2","8.6","17.9",NA,"0.4","0.7","1.1",".079",NA,"-0.8","-1.5","-2.2","0.0","/players/k/korkmfu01.html"
"392","287","Luke Kornet","PF","23","NYK","46","784","14.8",".531",".682",".163","3.6","14.6","9.0","10.5","1.7","4.5","7.6","17.9",NA,"0.6","0.7","1.4",".083",NA,"0.1","0.6","0.7","0.5","/players/k/kornelu01.html"
"393","288","Kyle Korver","SG-PF","37","TOT","70","1334","11.2",".582",".720",".151","0.7","12.4","6.6","8.9","0.9","0.7","10.3","18.5",NA,"1.0","1.3","2.3",".082",NA,"0.0","-1.5","-1.5","0.2","/players/k/korveky01.html"
"394","288","Kyle Korver","PF","37","CLE","16","251","11.3",".650",".711",".211","0.0","13.4","6.4","10.1","0.6","0.7","17.0","17.4",NA,"0.2","0.0","0.2",".043",NA,"-0.3","-3.4","-3.7","-0.1","/players/k/korveky01.html"
"395","288","Kyle Korver","SG","37","UTA","54","1083","11.2",".569",".722",".140","0.9","12.2","6.7","8.6","1.0","0.7","8.9","18.7",NA,"0.8","1.3","2.0",".091",NA,"0.1","-1.0","-1.0","0.3","/players/k/korveky01.html"
"396","289","Kosta Koufos","C","29","SAC","42","502","12.3",".477",".000",".157","10.4","26.3","18.2","9.5","1.4","3.1","14.2","15.7",NA,"0.0","0.7","0.7",".063",NA,"-4.3","1.8","-2.5","-0.1","/players/k/koufoko01.html"
"397","290","Rodions Kurucs","SF","20","BRK","63","1294","11.0",".545",".410",".205","4.6","15.4","10.0","6.0","1.5","1.5","13.6","18.4",NA,"0.1","1.5","1.6",".059",NA,"-2.6","0.2","-2.4","-0.1","/players/k/kurucro01.html"
"398","291","Kyle Kuzma","PF","23","LAL","70","2314","14.0",".546",".388",".230","2.7","14.1","8.5","11.5","0.8","0.9","10.0","23.8",NA,"1.2","1.9","3.1",".065",NA,"-0.3","-1.3","-1.7","0.2","/players/k/kuzmaky01.html"
"399","292","Skal Labissiere","PF","22","TOT","22","176","12.6",".593",".265",".347","5.4","20.3","12.8","8.6","1.4","2.8","16.3","16.0",NA,"0.1","0.2","0.3",".089",NA,"-2.4","0.6","-1.8","0.0","/players/l/labissk01.html"
"400","292","Skal Labissiere","PF","22","SAC","13","113","7.0",".517",".367",".367","3.6","18.7","10.9","6.8","0.8","2.3","16.7","15.3",NA,"-0.1","0.1","0.0",".018",NA,"-4.7","-0.5","-5.2","-0.1","/players/l/labissk01.html"
"401","292","Skal Labissiere","PF","22","POR","9","63","22.6",".716",".105",".316","8.7","23.2","16.1","11.9","2.3","3.8","15.6","17.2",NA,"0.2","0.1","0.3",".216",NA,"1.7","2.4","4.2","0.1","/players/l/labissk01.html"
"402","293","Jeremy Lamb","SG","26","CHO","79","2250","17.3",".552",".337",".266","3.1","18.1","10.4","11.9","1.9","1.2","6.8","22.5",NA,"3.3","2.0","5.3",".113",NA,"0.6","-0.6","0.1","1.2","/players/l/lambje01.html"
"403","294","Zach LaVine","SG","23","CHI","63","2171","18.7",".574",".283",".330","2.0","12.9","7.4","22.6","1.3","1.0","14.2","30.5",NA,"1.7","1.1","2.8",".062",NA,"1.8","-1.7","0.0","1.1","/players/l/lavinza01.html"
"404","295","Jake Layman","SF","24","POR","71","1327","13.5",".594",".427",".167","4.6","12.6","8.7","5.6","1.1","1.8","9.2","15.9",NA,"1.9","1.2","3.1",".111",NA,"0.4","-0.6","-0.3","0.6","/players/l/laymaja01.html"
"405","296","T.J. Leaf","PF","21","IND","58","522","16.9",".572",".169",".169","9.3","17.1","13.3","6.9","0.8","3.2","5.8","17.5",NA,"0.9","0.7","1.6",".148",NA,"-1.0","0.0","-1.0","0.1","/players/l/leaftj01.html"
"406","297","Courtney Lee","SG","33","TOT","34","428","10.3",".492",".426",".163","2.2","11.2","6.7","12.8","2.4","0.6","9.2","15.3",NA,"0.1","0.4","0.4",".050",NA,"-2.5","-0.2","-2.8","-0.1","/players/l/leeco01.html"
"407","297","Courtney Lee","SG","33","NYK","12","160","13.7",".527",".340",".298","3.8","14.1","8.8","15.1","2.4","1.1","8.6","15.5",NA,"0.2","0.1","0.3",".087",NA,"-1.2","-0.1","-1.3","0.0","/players/l/leeco01.html"
"408","297","Courtney Lee","SG","33","DAL","22","268","8.3",".470",".476",".085","1.2","9.5","5.4","11.4","2.4","0.3","9.6","15.1",NA,"-0.1","0.3","0.2",".028",NA,"-3.3","-0.3","-3.6","-0.1","/players/l/leeco01.html"
"409","298","Damion Lee","SG","26","GSW","32","375","11.9",".578",".535",".173","2.4","15.3","9.1","4.5","1.6","0.0","7.4","16.8",NA,"0.3","0.4","0.7",".090",NA,"-1.1","-2.5","-3.6","-0.2","/players/l/leeda03.html"
"410","299","Walt Lemon","PG","26","CHI","6","167","16.3",".468",".057",".126","2.6","15.1","8.8","30.3","3.2","0.5","9.8","26.6",NA,"-0.1","0.2","0.1",".026",NA,"-1.5","0.1","-1.4","0.0","/players/l/lemonwa01.html"
"411","300","Alex Len","C","25","ATL","77","1544","17.2",".575",".315",".333","10.5","18.5","14.4","8.6","0.8","3.9","11.5","22.1",NA,"2.2","1.0","3.2",".100",NA,"-0.1","-0.8","-0.9","0.4","/players/l/lenal01.html"
"413","301","Kawhi Leonard","SF","27","TOR","60","2040","25.8",".606",".267",".377","4.2","18.6","11.6","16.4","2.5","1.0","8.4","30.3",NA,"6.1","3.4","9.5",".224",NA,"4.3","0.7","5.0","3.6","/players/l/leonaka01.html"
"414","302","Meyers Leonard","C","26","POR","61","878","15.8",".675",".459",".211","6.1","21.8","14.2","11.8","0.7","0.8","14.0","14.8",NA,"2.1","0.9","3.0",".164",NA,"1.8","-0.4","1.4","0.8","/players/l/leoname01.html"
"415","303","Jon Leuer","PF","29","DET","41","402","13.2",".616",".097",".274","7.1","19.8","13.2","5.5","1.5","0.8","15.4","16.1",NA,"0.4","0.5","0.9",".110",NA,"-2.9","-0.1","-3.0","-0.1","/players/l/leuerjo01.html"
"416","304","Caris LeVert","SF","24","BRK","40","1063","14.9",".509",".319",".255","3.5","11.4","7.5","23.2","1.9","1.0","11.4","24.0",NA,"0.5","1.2","1.7",".077",NA,"-0.3","0.1","-0.2","0.5","/players/l/leverca01.html"
"417","305","Damian Lillard","PG","28","POR","80","2838","23.7",".588",".419",".335","2.6","11.1","7.0","30.6","1.5","1.0","10.8","29.3",NA,"9.7","2.4","12.1",".205",NA,"6.6","-1.1","5.5","5.4","/players/l/lillada01.html"
"418","306","Jeremy Lin","PG","30","TOT","74","1436","13.5",".558",".346",".388","1.6","11.7","6.6","23.4","1.5","0.8","16.4","21.8",NA,"1.2","0.9","2.1",".070",NA,"-1.1","-1.8","-2.9","-0.3","/players/l/linje01.html"
"419","306","Jeremy Lin","PG","30","ATL","51","1003","15.9",".594",".342",".435","1.6","11.0","6.2","26.7","1.8","0.6","17.6","22.6",NA,"1.5","0.4","1.9",".092",NA,"0.1","-2.4","-2.3","-0.1","/players/l/linje01.html"
"420","306","Jeremy Lin","PG","30","TOR","23","433","8.2",".464",".355",".271","1.5","13.1","7.5","15.7","1.0","1.1","13.0","19.8",NA,"-0.3","0.5","0.2",".020",NA,"-3.9","-0.6","-4.5","-0.3","/players/l/linje01.html"
"421","307","Shaun Livingston","PG","33","GSW","64","967","11.7",".555",".010",".243","4.9","7.9","6.5","14.8","1.5","2.3","14.1","12.0",NA,"1.2","0.9","2.0",".101",NA,"-1.9","0.5","-1.5","0.1","/players/l/livinsh01.html"
"422","308","Zach Lofton","SG","26","DET","1","4","-10.0",".000","1.000",".000","0.0","0.0","0.0","0.0","12.3","0.0","50.0","21.6",NA,"-0.1","0.0","0.0","-0.447",NA,"-17.0","8.1","-8.9","0.0","/players/l/loftoza01.html"
"423","309","Kevon Looney","C","22","GSW","80","1481","17.3",".636",".029",".303","14.6","15.4","15.0","10.9","1.5","3.0","11.5","12.8",NA,"4.2","1.8","6.0",".194",NA,"1.9","1.8","3.7","2.1","/players/l/looneke01.html"
"424","310","Brook Lopez","C","30","MIL","81","2322","14.6",".597",".651",".169","1.5","15.0","8.7","5.7","1.0","6.5","8.9","16.7",NA,"2.3","4.3","6.7",".138",NA,"-0.2","2.9","2.7","2.8","/players/l/lopezbr01.html"
"425","311","Robin Lopez","C","30","CHI","74","1606","15.9",".598",".058",".230","9.4","10.0","9.7","8.8","0.3","4.2","14.0","18.6",NA,"2.0","0.7","2.7",".081",NA,"-1.0","-0.1","-1.1","0.4","/players/l/lopezro01.html"
"426","312","Kevin Love","PF","30","CLE","22","598","19.5",".561",".519",".403","5.9","40.0","22.2","12.8","0.5","0.7","11.2","27.4",NA,"1.0","0.4","1.3",".106",NA,"0.8","-2.4","-1.7","0.0","/players/l/loveke01.html"
"427","313","Kyle Lowry","PG","32","TOR","65","2213","16.5",".562",".613",".263","2.1","12.9","7.6","34.8","2.0","1.2","18.1","19.6",NA,"3.6","3.0","6.6",".144",NA,"2.5","0.6","3.1","2.8","/players/l/lowryky01.html"
"428","314","Jordan Loyd","PG","25","TOR","12","55","16.3",".635",".444",".611","2.0","15.3","8.8","15.1","0.0","0.0","8.1","19.4",NA,"0.2","0.0","0.2",".190",NA,"1.0","-3.0","-2.0","0.0","/players/l/loydjo01.html"
"429","315","Kalin Lucas","PG","29","DET","1","6","16.6",".532","1.000","2.000","0.0","56.7","27.3","20.8","0.0","0.0","0.0","13.5",NA,"0.0","0.0","0.0",".238",NA,"-1.0","0.5","-0.6","0.0","/players/l/lucaska01.html"
"430","316","Timothe Luwawu-Cabarrot","SF","23","TOT","50","669","8.0",".489",".532",".188","1.7","14.1","7.8","5.5","1.4","1.0","8.2","16.6",NA,"-0.3","0.5","0.2",".015",NA,"-3.3","-1.7","-5.0","-0.5","/players/l/luwawti01.html"
"431","316","Timothe Luwawu-Cabarrot","SF","23","OKC","21","123","3.4",".383",".512",".140","3.3","12.1","7.6","4.2","1.5","0.7","9.9","16.8",NA,"-0.2","0.1","-0.1","-0.033",NA,"-6.7","-1.8","-8.5","-0.2","/players/l/luwawti01.html"
"432","316","Timothe Luwawu-Cabarrot","SF","23","CHI","29","546","9.0",".515",".537",".200","1.4","14.5","7.9","5.8","1.3","1.1","7.8","16.5",NA,"0.0","0.3","0.3",".026",NA,"-2.6","-1.6","-4.2","-0.3","/players/l/luwawti01.html"
"433","317","Tyler Lydon","PF","22","DEN","25","94","9.3",".595",".556",".167","8.0","12.7","10.4","8.2","1.0","0.0","17.2","10.6",NA,"0.1","0.1","0.2",".086",NA,"-1.4","-1.2","-2.5","0.0","/players/l/lydonty01.html"
"434","318","Trey Lyles","PF","23","DEN","64","1120","12.7",".500",".404",".234","4.2","19.6","11.9","11.3","1.3","1.8","11.1","23.4",NA,"-0.2","1.4","1.2",".050",NA,"-2.6","-0.7","-3.3","-0.4","/players/l/lylestr01.html"
"435","319","Scott Machado","PG","28","LAL","4","19","22.2",".776",".167",".167","0.0","0.0","0.0","23.5","2.4","0.0","0.0","14.0",NA,"0.1","0.0","0.1",".281",NA,"2.4","-6.8","-4.4","0.0","/players/m/machasc01.html"
"436","320","Shelvin Mack","PG","28","TOT","57","1246","10.4",".489",".323",".208","1.6","7.9","4.7","22.6","1.9","0.3","13.0","18.1",NA,"-0.2","1.1","0.9",".034",NA,"-2.6","-1.5","-4.1","-0.7","/players/m/macksh01.html"
"437","320","Shelvin Mack","PG","28","MEM","53","1204","11.0",".499",".329",".193","1.6","8.0","4.8","23.3","1.9","0.3","12.8","18.0",NA,"0.1","1.0","1.1",".045",NA,"-2.2","-1.5","-3.7","-0.5","/players/m/macksh01.html"
"438","320","Shelvin Mack","PG","28","CHO","4","42","-6.6",".251",".143",".643","0.0","5.2","2.6","3.0","2.3","0.0","18.2","22.5",NA,"-0.3","0.0","-0.3","-0.304",NA,"-14.5","-3.0","-17.5","-0.2","/players/m/macksh01.html"
"440","321","Daryl Macon","SG","23","DAL","8","90","5.5",".482",".407",".259","2.4","11.8","7.1","11.2","0.5","0.0","16.6","17.2",NA,"-0.1","0.0","0.0","-0.022",NA,"-5.1","-2.1","-7.2","-0.1","/players/m/maconda01.html"
"441","322","J.P. Macura","SG","23","CHO","2","17","5.7",".333",".444",".000","0.0","19.4","9.5","18.0","0.0","0.0","0.0","22.8",NA,"0.0","0.0","0.0","-0.110",NA,"-6.2","-4.3","-10.5","0.0","/players/m/macurjp01.html"
"442","323","Ian Mahinmi","C","32","WAS","34","498","12.0",".531",".154",".587","10.3","17.7","13.9","6.5","2.4","2.7","13.8","12.9",NA,"0.5","0.5","1.0",".092",NA,"-2.3","1.3","-1.0","0.1","/players/m/mahinia01.html"
"443","324","Thon Maker","C-PF","21","TOT","64","972","11.3",".530",".571",".313","4.5","17.4","11.0","6.3","1.0","4.4","9.8","14.8",NA,"0.5","1.5","2.0",".099",NA,"-2.4","1.7","-0.7","0.3","/players/m/makerth01.html"
"444","324","Thon Maker","C","21","MIL","35","409","12.9",".546",".582",".276","4.5","18.5","11.9","5.8","1.1","3.7","5.7","16.3",NA,"0.4","0.7","1.1",".132",NA,"-1.6","0.7","-0.9","0.1","/players/m/makerth01.html"
"445","324","Thon Maker","PF","21","DET","29","563","10.2",".514",".560",".351","4.5","16.5","10.3","6.7","1.0","5.0","13.4","13.7",NA,"0.1","0.8","0.9",".075",NA,"-3.0","2.5","-0.5","0.2","/players/m/makerth01.html"
"446","325","Boban Marjanovic","C","30","TOT","58","681","24.2",".664",".038",".504","14.0","26.9","20.6","12.8","1.1","3.1","15.7","23.3",NA,"2.1","0.9","3.0",".212",NA,"1.4","0.5","1.9","0.7","/players/m/marjabo01.html"
"447","325","Boban Marjanovic","C","30","LAC","36","376","24.9",".666",".014",".679","16.0","26.5","21.4","9.3","1.4","3.6","16.9","24.6",NA,"1.2","0.5","1.7",".217",NA,"1.1","0.3","1.4","0.3","/players/m/marjabo01.html"
"448","325","Boban Marjanovic","C","30","PHI","22","305","23.3",".663",".067",".300","11.4","27.3","19.6","17.1","0.8","2.6","13.9","21.7",NA,"0.9","0.4","1.3",".204",NA,"1.7","0.7","2.5","0.3","/players/m/marjabo01.html"
"449","326","Lauri Markkanen","PF","21","CHI","52","1682","17.1",".553",".418",".245","4.7","25.9","15.2","7.2","1.1","1.7","8.8","25.1",NA,"1.3","1.5","2.7",".078",NA,"-0.3","-1.6","-1.9","0.0","/players/m/markkla01.html"
"450","327","Jarell Martin","PF","24","ORL","42","328","9.4",".528",".548",".106","3.5","20.5","11.9","7.8","0.4","2.0","9.2","15.9",NA,"0.1","0.4","0.5",".073",NA,"-3.1","-0.8","-3.9","-0.2","/players/m/martija01.html"
"451","328","Frank Mason","PG","24","SAC","38","435","12.4",".502",".379",".337","1.4","9.0","5.1","26.3","1.7","0.8","15.6","21.8",NA,"0.0","0.3","0.3",".033",NA,"-2.0","-2.5","-4.5","-0.3","/players/m/masonfr01.html"
"452","329","Yante Maten","PF","22","MIA","2","13","5.7",".250",".250",".000","8.2","16.4","12.3","0.0","3.8","0.0","0.0","13.2",NA,"0.0","0.0","0.0","-0.026",NA,"-8.9","-1.7","-10.6","0.0","/players/m/matenya01.html"
"453","330","Wesley Matthews","SF-SG","32","TOT","69","2091","10.3",".546",".577",".234","1.7","7.1","4.4","11.1","1.3","0.7","10.6","17.8",NA,"1.1","1.5","2.7",".062",NA,"-0.3","-1.2","-1.5","0.3","/players/m/matthwe02.html"
"454","330","Wesley Matthews","SF","32","DAL","44","1312","11.3",".556",".561",".235","1.6","6.6","4.2","11.6","1.2","0.8","10.1","18.9",NA,"1.0","0.8","1.8",".066",NA,"0.1","-1.4","-1.3","0.2","/players/m/matthwe02.html"
"455","330","Wesley Matthews","SG","32","NYK","2","54","2.9",".330",".526",".263","1.9","4.0","2.9","12.9","0.9","1.6","8.6","18.4",NA,"-0.1","0.0","-0.1","-0.115",NA,"-6.3","-3.4","-9.7","-0.1","/players/m/matthwe02.html"
"456","330","Wesley Matthews","SG","32","IND","23","725","9.2",".543",".619",".229","1.7","8.1","5.0","10.1","1.3","0.5","11.8","15.8",NA,"0.3","0.7","1.0",".067",NA,"-0.5","-0.6","-1.2","0.2","/players/m/matthwe02.html"
"457","331","Luc Mbah a Moute","PF","32","LAC","4","61","6.7",".495",".333",".278","3.6","8.4","6.1","4.5","0.8","1.3","9.0","15.4",NA,"0.0","0.0","0.0",".009",NA,"-3.3","-2.1","-5.4","-0.1","/players/m/mbahalu01.html"
"458","332","Tahjere McCall","SG","24","BRK","1","8","9.6",".581",".333",".333","0.0","13.1","6.6","0.0","0.0","0.0","0.0","18.1",NA,"0.0","0.0","0.0",".055",NA,"-3.8","-5.9","-9.8","0.0","/players/m/mccalta01.html"
"459","333","Patrick McCaw","SG","23","TOT","29","397","7.5",".532",".444",".238","2.0","10.9","6.5","9.2","2.8","0.4","19.6","9.4",NA,"0.0","0.5","0.5",".065",NA,"-2.8","1.6","-1.2","0.1","/players/m/mccawpa01.html"
"460","333","Patrick McCaw","SG","23","CLE","3","53","-0.7",".278",".444",".000","0.0","6.6","3.1","4.9","1.9","0.0","25.0","9.9",NA,"-0.2","0.0","-0.2","-0.137",NA,"-8.1","-1.2","-9.3","-0.1","/players/m/mccawpa01.html"
"461","333","Patrick McCaw","SG","23","TOR","26","344","8.7",".569",".444",".278","2.3","11.6","7.1","9.8","2.9","0.5","18.8","9.3",NA,"0.2","0.5","0.7",".096",NA,"-2.0","2.1","0.1","0.2","/players/m/mccawpa01.html"
"462","334","CJ McCollum","SG","27","POR","70","2375","17.0",".553",".358",".154","2.9","9.7","6.3","13.8","1.1","0.9","7.4","25.5",NA,"4.0","1.7","5.6",".114",NA,"2.2","-1.9","0.3","1.3","/players/m/mccolcj01.html"
"463","335","T.J. McConnell","PG","26","PHI","76","1470","13.4",".555",".100",".088","2.1","10.2","6.3","24.7","2.5","0.9","17.3","15.0",NA,"1.2","1.7","2.9",".094",NA,"-1.7","0.0","-1.6","0.1","/players/m/mccontj01.html"
"464","336","Doug McDermott","SF","27","IND","77","1340","11.6",".617",".488",".187","1.4","7.5","4.5","7.1","0.7","0.5","8.4","16.3",NA,"1.8","1.1","2.9",".103",NA,"0.0","-2.1","-2.1","0.0","/players/m/mcderdo01.html"
"465","337","JaVale McGee","C","31","LAL","75","1671","21.8",".634",".019",".237","12.3","22.5","17.5","4.8","1.3","7.3","13.2","20.2",NA,"3.0","2.9","5.9",".171",NA,"-0.9","2.8","1.9","1.7","/players/m/mcgeeja01.html"
"466","338","Rodney McGruder","SG","27","MIA","66","1550","9.4",".510",".488",".156","4.1","12.2","8.2","10.3","1.1","0.7","11.5","15.4",NA,"0.4","1.6","1.9",".059",NA,"-1.9","-0.1","-2.0","0.0","/players/m/mcgruro01.html"
"467","339","Alfonzo McKinnie","SF","26","GSW","72","1003","11.2",".569",".429",".175","9.0","16.9","13.1","4.0","0.9","1.3","9.2","13.9",NA,"1.2","0.9","2.1",".100",NA,"-0.9","-1.5","-2.5","-0.1","/players/m/mckinal01.html"
"468","340","Ben McLemore","SG","25","SAC","19","158","10.5",".541",".641",".188","1.9","9.4","5.5","3.4","1.8","1.6","6.7","19.4",NA,"0.1","0.1","0.2",".055",NA,"-1.1","-2.6","-3.7","-0.1","/players/m/mclembe01.html"
"470","341","Jordan McRae","SG","27","WAS","27","333","14.3",".550",".269",".269","1.9","11.3","6.5","13.2","1.8","1.8","9.4","20.4",NA,"0.3","0.2","0.5",".066",NA,"-1.9","-1.8","-3.7","-0.1","/players/m/mcraejo01.html"
"471","342","Jodie Meeks","SG","31","TOR","8","104","16.0",".647",".462",".026","1.1","11.1","6.2","11.5","0.5","0.8","4.8","17.1",NA,"0.2","0.1","0.3",".153",NA,"1.4","-2.2","-0.8","0.0","/players/m/meeksjo01.html"
"472","343","Salah Mejri","C","32","DAL","36","399","16.1",".559",".304",".286","9.7","25.3","17.6","13.2","1.2","5.5","14.3","15.8",NA,"0.5","0.6","1.1",".136",NA,"-1.6","3.5","1.9","0.4","/players/m/mejrisa01.html"
"473","344","De'Anthony Melton","PG","20","PHO","50","984","9.9",".466",".371",".109","2.8","12.5","7.5","22.3","3.3","1.9","21.8","15.0",NA,"-0.8","0.8","0.0",".002",NA,"-3.5","1.0","-2.6","-0.1","/players/m/meltode01.html"
"474","345","Chimezie Metu","PF","21","SAS","29","145","6.4",".389",".034",".293","6.8","20.1","13.5","12.0","2.0","1.2","18.6","24.4",NA,"-0.5","0.2","-0.3","-0.099",NA,"-9.0","-0.2","-9.2","-0.3","/players/m/metuch01.html"
"475","346","Khris Middleton","SF","27","MIL","77","2393","16.5",".558",".413",".225","2.3","16.5","9.8","20.1","1.6","0.2","12.1","25.1",NA,"2.5","3.6","6.1",".123",NA,"0.7","0.1","0.8","1.7","/players/m/middlkh01.html"
"476","347","C.J. Miles","SF","31","TOT","53","856","9.0",".504",".653",".186","1.7","10.3","6.1","6.0","1.5","1.5","8.2","18.6",NA,"-0.2","0.9","0.7",".041",NA,"-2.1","-1.4","-3.4","-0.3","/players/m/milescj01.html"
"477","347","C.J. Miles","SF","31","TOR","40","562","8.0",".484",".665",".214","2.4","10.5","6.5","5.2","1.5","1.5","8.5","18.8",NA,"-0.3","0.7","0.4",".035",NA,"-2.4","-1.3","-3.7","-0.2","/players/m/milescj01.html"
"478","347","C.J. Miles","SF","31","MEM","13","294","10.8",".544",".629",".133","0.4","10.1","5.2","7.4","1.4","1.6","7.5","18.3",NA,"0.1","0.3","0.3",".054",NA,"-1.4","-1.5","-2.9","-0.1","/players/m/milescj01.html"
"479","348","Darius Miller","SF","28","NOP","69","1757","8.4",".550",".752",".147","0.8","6.6","3.8","10.4","1.1","1.1","10.3","13.4",NA,"1.1","0.6","1.6",".045",NA,"-0.1","-1.5","-1.7","0.1","/players/m/milleda01.html"
"480","349","Malcolm Miller","SF","25","TOR","10","67","13.7",".630",".808",".154","1.7","6.3","4.0","2.1","0.7","1.2","3.5","18.5",NA,"0.1","0.1","0.2",".130",NA,"1.8","-3.8","-2.0","0.0","/players/m/millema01.html"
"481","350","Patty Mills","PG","30","SAS","82","1908","13.2",".572",".609",".155","1.4","8.9","5.2","17.6","1.3","0.4","11.6","18.5",NA,"2.2","1.2","3.5",".087",NA,"1.5","-2.0","-0.5","0.7","/players/m/millspa02.html"
"482","351","Paul Millsap","PF","33","DEN","70","1895","17.9",".570",".239",".374","8.7","20.2","14.4","10.6","2.2","2.5","10.9","19.6",NA,"3.2","2.9","6.1",".155",NA,"0.5","1.9","2.4","2.1","/players/m/millspa01.html"
"483","352","Shake Milton","SG","22","PHI","20","268","9.3",".483",".506",".080","3.7","10.0","6.9","9.2","1.4","2.3","6.2","15.0",NA,"0.1","0.3","0.3",".059",NA,"-2.1","-0.6","-2.7","0.0","/players/m/miltosh01.html"
"484","353","Nikola Mirotic","PF","27","TOT","46","1245","17.2",".584",".587",".229","5.1","22.6","14.0","6.2","1.2","2.2","7.4","21.4",NA,"2.0","1.4","3.5",".133",NA,"1.2","-1.2","0.0","0.6","/players/m/mirotni01.html"
"485","353","Nikola Mirotic","PF","27","NOP","32","925","17.5",".591",".568",".248","5.2","24.1","14.8","5.3","1.1","2.2","7.6","21.7",NA,"1.6","0.9","2.5",".129",NA,"1.3","-1.6","-0.3","0.4","/players/m/mirotni01.html"
"486","353","Nikola Mirotic","PF","27","MIL","14","320","16.2",".562",".644",".170","4.7","18.3","11.9","8.6","1.5","2.4","7.0","20.4",NA,"0.4","0.6","1.0",".147",NA,"0.7","0.2","0.9","0.2","/players/m/mirotni01.html"
"487","354","Donovan Mitchell","SG","22","UTA","77","2598","17.2",".537",".339",".259","2.5","10.5","6.6","21.2","2.0","0.9","11.3","31.6",NA,"1.3","3.7","5.0",".092",NA,"0.8","-0.2","0.6","1.7","/players/m/mitchdo01.html"
"488","355","Naz Mitrou-Long","SG","25","UTA","14","84","2.2",".383",".550",".100","1.3","6.3","3.9","23.3","0.6","0.9","27.7","14.7",NA,"-0.2","0.1","-0.1","-0.046",NA,"-7.0","-1.9","-8.9","-0.1","/players/m/mitrona01.html"
"489","356","Malik Monk","SG","20","CHO","73","1258","11.8",".518",".563",".174","1.3","10.6","5.9","14.3","1.4","1.3","12.0","24.6",NA,"-0.4","0.7","0.3",".012",NA,"-1.1","-2.7","-3.9","-0.6","/players/m/monkma01.html"
"490","357","Greg Monroe","C","28","TOT","43","480","16.0",".521",".026",".381","15.4","22.9","19.3","8.1","1.4","1.4","12.7","22.6",NA,"0.4","0.7","1.1",".108",NA,"-2.9","-0.7","-3.6","-0.2","/players/m/monrogr01.html"
"491","357","Greg Monroe","C","28","TOR","38","423","13.5",".487",".025",".379","15.7","23.8","19.9","5.4","1.5","1.6","14.2","22.2",NA,"-0.1","0.7","0.6",".071",NA,"-4.7","-0.6","-5.3","-0.4","/players/m/monrogr01.html"
"492","357","Greg Monroe","C","28","BOS","2","5","60.2",".600",".000",".000","63.9","0.0","32.0","73.4","0.0","0.0","0.0","43.1",NA,"0.1","0.0","0.1",".534",NA,"38.2","6.8","44.9","0.1","/players/m/monrogr01.html"
"493","357","Greg Monroe","C","28","PHI","3","52","31.7",".736",".043",".478","8.4","17.8","13.2","23.5","0.9","0.0","3.5","23.2",NA,"0.4","0.0","0.4",".370",NA,"7.7","-2.0","5.7","0.1","/players/m/monrogr01.html"
"494","358","E'Twaun Moore","SG","29","NOP","53","1463","11.5",".567",".331",".111","2.5","6.4","4.5","9.5","1.3","0.4","9.6","17.3",NA,"1.2","0.5","1.7",".055",NA,"-0.2","-1.9","-2.2","-0.1","/players/m/mooreet01.html"
"495","359","Eric Moreland","PF","27","TOT","5","43","6.7",".500",".143",".000","10.3","39.6","25.2","11.8","1.1","1.9","41.7","12.0",NA,"-0.1","0.1","0.0",".032",NA,"-7.4","2.6","-4.8","0.0","/players/m/moreler01.html"
"496","359","Eric Moreland","PF","27","PHO","1","5","3.9","","","","0.0","67.5","33.2","0.0","0.0","0.0","","0.0",NA,"0.0","0.0","0.0",".077",NA,"-14.0","-3.9","-18.0","0.0","/players/m/moreler01.html"
"497","359","Eric Moreland","PF","27","TOR","4","38","7.1",".500",".143",".000","11.7","35.9","24.1","13.3","1.3","2.2","41.7","13.6",NA,"-0.1","0.1","0.0",".026",NA,"-6.6","3.5","-3.1","0.0","/players/m/moreler01.html"
"498","360","Jaylen Morris","SG","23","MIL","4","29","12.2",".460",".300",".200","0.0","16.5","8.8","18.1","3.2","0.0","8.4","17.2",NA,"0.0","0.1","0.1",".084",NA,"-3.8","0.9","-3.0","0.0","/players/m/morrija01.html"
"500","361","Marcus Morris","PF","29","BOS","75","2091","14.2",".568",".461",".205","3.9","19.5","11.7","7.5","1.0","1.1","9.1","20.9",NA,"2.1","2.5","4.5",".104",NA,"-0.4","-1.0","-1.4","0.3","/players/m/morrima03.html"
"501","362","Markieff Morris","PF","29","TOT","58","1270","11.7",".521",".419",".190","5.0","17.5","11.1","8.8","1.3","1.5","9.3","19.1",NA,"0.6","1.1","1.6",".061",NA,"-1.7","-1.1","-2.8","-0.3","/players/m/morrima02.html"
