,Player,DRIVEPTS,CSPTS,PULLPTS,PAINTPTS,POSTPTS,ELBOWPTS,DRIVEPTS%,CSPTS%,PULLPTS%,PAINTPTS%,POSTPTS%,ELBOWPTS%
268,Jonas Jerebko,0.4,3.2,0.2,1.5,0.1,0.8,0.444,0.408,0.259,0.603,0.667,0.727
269,Jonas Valanciunas,1.2,1.5,0.6,7.4,3.4,3.2,0.449,0.36,0.361,0.657,0.564,0.621
270,Jonathan Isaac,1.2,3.6,0.9,2.4,0.2,0.5,0.49200000000000005,0.327,0.337,0.568,0.43799999999999994,0.45799999999999996
271,Jonathon Simmons,2.5,1.0,1.4,0.5,0.2,0.1,0.402,0.265,0.294,0.545,0.33299999999999996,0.33299999999999996
272,Jordan Bell,0.3,0.3,0.6,1.2,0.1,0.3,0.41700000000000004,0.29,0.40399999999999997,0.581,0.25,0.32
273,Jordan Clarkson,6.2,3.6,4.9,1.1,0.2,0.5,0.517,0.37799999999999995,0.39299999999999996,0.597,0.375,0.606
274,Jordan Loyd,0.9,0.3,0.9,0.0,0.0,0.0,0.5,0.25,0.5710000000000001,0.0,0.0,0.0
275,Jordan McRae,1.7,0.6,2.3,0.3,0.0,0.0,0.455,0.25,0.444,1.0,0.0,0.0
276,Jordan Sibert,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
277,Jose Calderon,0.4,0.7,1.1,0.0,0.0,0.0,0.3,0.282,0.397,0.5,0.0,0.0
278,Josh Hart,0.7,3.5,0.9,0.5,0.1,0.3,0.36,0.335,0.27899999999999997,0.5379999999999999,1.0,0.526
279,Josh Jackson,4.3,2.4,2.3,1.2,0.1,0.4,0.39399999999999996,0.365,0.34299999999999997,0.5920000000000001,0.5,0.591
280,Josh Okogie,1.6,2.3,0.8,1.0,0.0,0.4,0.41700000000000004,0.301,0.27399999999999997,0.596,0.0,0.909
281,Josh Richardson,4.2,5.9,4.2,0.9,0.1,0.3,0.39899999999999997,0.391,0.395,0.638,0.5710000000000001,0.47100000000000003
282,Jrue Holiday,9.7,2.3,5.7,1.6,0.4,0.7,0.52,0.369,0.355,0.691,0.474,0.645
283,Juancho Hernangomez,0.3,2.9,0.1,1.5,0.2,0.2,0.226,0.38299999999999995,0.3,0.625,0.5,0.8
284,Julian Washburn,0.3,1.1,0.6,0.4,0.0,0.2,0.429,0.28,0.278,0.75,0.0,1.0
285,Julius Randle,5.5,2.4,1.4,5.5,2.7,2.7,0.563,0.373,0.33799999999999997,0.628,0.45299999999999996,0.613
286,Justin Anderson,0.6,1.3,0.3,0.8,0.0,0.1,0.33299999999999996,0.299,0.261,0.727,0.0,0.667
287,Justin Holiday,0.9,4.9,2.2,0.8,0.0,0.4,0.32899999999999996,0.35100000000000003,0.34700000000000003,0.54,0.0,0.424
288,Justin Jackson,1.3,3.0,1.1,1.2,0.0,0.2,0.452,0.35700000000000004,0.354,0.8540000000000001,0.25,0.467
289,Justin Patton,0.0,0.0,0.0,1.3,0.0,0.7,0.0,0.0,0.0,0.5,0.0,1.0
290,Justise Winslow,4.3,4.3,1.7,1.4,0.1,0.2,0.433,0.41600000000000004,0.33799999999999997,0.649,0.28600000000000003,0.6
291,Jusuf Nurkic,0.6,1.1,0.3,7.0,2.3,2.9,0.47100000000000003,0.312,0.34600000000000003,0.547,0.447,0.529
292,Kadeem Allen,4.8,2.1,2.2,0.4,0.0,0.0,0.45799999999999996,0.542,0.33299999999999996,0.75,0.0,0.0
293,Kalin Lucas,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,Karl-Anthony Towns,3.0,6.5,0.9,6.3,7.0,2.1,0.545,0.42,0.31,0.631,0.521,0.565
295,Kawhi Leonard,9.4,3.9,8.2,2.4,2.4,0.9,0.5539999999999999,0.43,0.42100000000000004,0.675,0.547,0.588
296,Keita Bates-Diop,0.7,1.4,0.3,1.5,0.0,0.1,0.33299999999999996,0.26899999999999996,0.20800000000000002,0.667,0.0,0.667
297,Kelly Olynyk,1.3,3.9,0.7,1.7,0.7,0.6,0.531,0.374,0.28,0.6859999999999999,0.645,0.613
298,Kelly Oubre Jr.,4.5,3.8,1.9,1.9,0.0,0.6,0.447,0.321,0.40700000000000003,0.588,0.0,0.556
299,Kemba Walker,9.1,3.4,10.5,0.3,0.0,0.2,0.498,0.36700000000000005,0.40399999999999997,0.529,0.0,0.5
300,Kenneth Faried,0.5,0.9,0.1,6.4,0.3,2.2,0.43799999999999994,0.462,0.4,0.6709999999999999,0.625,0.642
301,Kenrich Williams,0.6,2.8,0.8,1.0,0.0,0.2,0.364,0.331,0.304,0.537,0.0,0.444
302,Kent Bazemore,3.2,3.1,2.5,0.7,0.0,0.3,0.39899999999999997,0.34700000000000003,0.318,0.7,0.0,0.727
303,Kentavious Caldwell-Pope,1.0,5.1,2.1,0.9,0.0,0.6,0.436,0.385,0.35700000000000004,0.667,0.0,0.629
304,Kevin Durant,5.7,4.4,9.0,1.7,3.1,1.4,0.536,0.452,0.467,0.73,0.611,0.5579999999999999
305,Kevin Huerter,2.1,3.7,2.4,1.0,0.0,0.4,0.40399999999999997,0.38799999999999996,0.36,0.735,1.0,0.737
306,Kevin Knox,4.0,4.5,2.5,0.8,0.1,0.3,0.397,0.33899999999999997,0.33899999999999997,0.449,0.25,0.318
307,Kevin Love,1.0,5.6,2.8,2.7,2.4,0.5,0.467,0.305,0.469,0.47700000000000004,0.28,0.6
308,Kevon Looney,0.4,0.5,0.1,4.2,0.2,0.8,0.524,0.46299999999999997,0.313,0.693,0.462,0.6409999999999999
309,Khem Birch,0.4,0.0,0.0,3.3,0.2,1.0,0.444,0.0,0.0,0.63,0.833,0.47100000000000003
310,Khris Middleton,4.4,4.0,6.6,0.8,1.4,0.4,0.511,0.389,0.41200000000000003,0.528,0.5,0.565
311,Khyri Thomas,0.3,1.2,0.3,0.1,0.0,0.0,0.308,0.313,0.2,0.25,0.0,0.0
312,Klay Thompson,2.1,9.5,5.7,2.0,0.9,1.4,0.514,0.42,0.44,0.627,0.47100000000000003,0.575
313,Kobi Simmons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,Kosta Koufos,0.1,0.4,0.3,2.3,0.5,0.8,0.3,0.529,0.467,0.478,0.375,0.47200000000000003
315,Kostas Antetokounmpo,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,Kris Dunn,5.5,1.2,4.0,0.4,0.4,0.2,0.43799999999999994,0.28600000000000003,0.396,0.75,0.5710000000000001,0.75
317,Kyle Anderson,1.7,0.8,0.6,2.8,0.2,0.8,0.451,0.33299999999999996,0.39399999999999996,0.6509999999999999,0.8,0.652
318,Kyle Korver,0.4,5.0,2.2,0.1,0.0,0.2,0.46399999999999997,0.414,0.392,0.8,0.0,0.625
319,Kyle Kuzma,4.1,5.2,2.0,2.4,1.0,1.3,0.546,0.312,0.369,0.5770000000000001,0.433,0.5770000000000001
320,Kyle Lowry,2.9,5.0,3.6,0.6,0.1,0.1,0.544,0.379,0.33299999999999996,0.586,0.667,0.667
321,Kyle O'Quinn,0.2,1.4,0.2,1.2,0.2,0.8,0.667,0.41600000000000004,0.8,0.575,0.444,0.667
322,Kyrie Irving,7.6,5.1,7.9,1.4,0.5,0.6,0.541,0.44,0.444,0.5660000000000001,0.519,0.485
323,LaMarcus Aldridge,0.7,3.3,3.8,8.5,8.1,1.9,0.469,0.47100000000000003,0.39,0.635,0.493,0.5770000000000001
324,Lance Stephenson,1.8,2.2,2.2,0.6,0.1,0.1,0.49,0.374,0.377,0.625,0.5,0.5710000000000001
325,Lance Thomas,0.9,1.8,0.6,0.6,0.2,0.1,0.429,0.31,0.424,0.632,0.5,0.5
326,Landry Shamet,0.7,5.1,1.8,0.3,0.0,0.1,0.42100000000000004,0.419,0.39,0.48,0.0,0.28600000000000003
327,Langston Galloway,1.0,4.6,1.3,0.1,0.0,0.1,0.39799999999999996,0.35,0.41600000000000004,0.455,0.0,0.833
328,Larry Nance Jr.,0.8,1.6,0.6,4.5,0.6,1.1,0.449,0.32799999999999996,0.34,0.643,0.424,0.444
329,Lauri Markkanen,4.1,7.0,2.1,2.8,1.1,1.2,0.467,0.371,0.36200000000000004,0.625,0.32799999999999996,0.6
330,LeBron James,8.4,3.0,6.6,3.0,1.3,1.3,0.531,0.409,0.359,0.738,0.484,0.738
331,Lonnie Walker IV,0.9,0.5,0.7,0.1,0.0,0.0,0.4,0.33299999999999996,0.263,0.33299999999999996,0.0,0.0
332,Lonzo Ball,1.3,3.3,2.1,1.5,0.1,0.3,0.345,0.335,0.303,0.627,0.429,0.583
333,Lorenzo Brown,0.3,0.5,0.6,0.3,0.0,0.0,0.222,0.267,0.304,0.667,0.0,0.0
334,Lou Williams,8.3,2.1,6.9,0.2,0.0,0.2,0.47200000000000003,0.364,0.405,0.35,0.0,0.556
335,Luc Mbah a Moute,1.5,1.5,0.5,1.0,0.0,0.5,0.4,0.5,0.33299999999999996,0.667,0.0,0.5
336,Luka Doncic,7.5,2.0,7.0,1.2,1.1,0.5,0.48700000000000004,0.358,0.34,0.586,0.529,0.588
337,Luke Kennard,1.4,3.8,3.2,0.5,0.0,0.2,0.455,0.409,0.41200000000000003,0.684,0.0,0.7140000000000001
338,Luke Kornet,0.3,4.4,0.5,1.4,0.3,0.4,0.25,0.366,0.25,0.55,0.292,0.41700000000000004
339,Luol Deng,0.6,2.1,0.4,1.9,0.9,0.4,0.308,0.364,0.21100000000000002,0.72,0.889,0.75
340,Malachi Richardson,0.1,0.8,0.3,0.0,0.0,0.0,0.0,0.3,0.28600000000000003,0.0,0.0,0.0
341,Malcolm Brogdon,6.5,4.2,1.3,1.4,0.0,0.4,0.5329999999999999,0.48100000000000004,0.294,0.695,0.0,0.833
342,Malcolm Miller,0.0,3.0,0.2,0.1,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
343,Malik Beasley,1.7,5.3,2.0,0.6,0.0,0.3,0.456,0.42100000000000004,0.385,0.7190000000000001,0.0,0.8
344,Malik Monk,2.0,3.5,1.8,0.5,0.0,0.0,0.379,0.361,0.28600000000000003,0.889,0.0,0.0
345,MarShon Brooks,2.3,0.9,1.9,1.0,0.0,0.5,0.544,0.321,0.348,0.8240000000000001,0.0,0.875
346,Marc Gasol,0.9,5.7,0.9,3.2,2.8,2.1,0.5,0.401,0.33299999999999996,0.526,0.451,0.429
347,Marcin Gortat,0.1,0.6,0.1,3.7,0.4,1.3,0.667,0.433,0.33299999999999996,0.569,0.3,0.491
348,Marco Belinelli,1.1,4.5,2.7,0.8,0.0,0.5,0.426,0.39899999999999997,0.358,0.581,0.0,0.455
349,Marcus Derrickson,0.0,2.3,1.2,0.8,0.5,0.2,0.0,0.474,0.5,0.75,0.4,1.0
350,Marcus Morris,2.5,5.4,2.8,1.8,1.1,0.6,0.514,0.401,0.365,0.621,0.547,0.475
351,Marcus Smart,1.4,3.8,1.4,0.9,0.4,0.2,0.495,0.387,0.319,0.527,0.474,0.5710000000000001
352,Mario Hezonja,2.6,1.8,1.9,1.2,0.1,0.5,0.37200000000000005,0.297,0.397,0.625,0.6,0.667
353,Markelle Fultz,4.2,0.5,2.2,1.0,0.0,0.2,0.515,0.17600000000000002,0.32299999999999995,0.5,0.0,0.5
354,Markieff Morris,0.6,3.9,0.6,2.2,1.9,0.5,0.35,0.358,0.254,0.627,0.49,0.462
355,Marquese Chriss,0.3,1.2,0.0,2.1,0.2,0.2,0.25,0.24600000000000002,0.0,0.534,0.5710000000000001,0.2
356,Marvin Bagley III,1.3,2.2,1.0,6.5,3.5,1.9,0.408,0.377,0.349,0.6509999999999999,0.446,0.528
357,Marvin Williams,1.0,5.8,0.6,1.6,0.5,0.4,0.431,0.382,0.33899999999999997,0.644,0.45,0.545
358,Mason Plumlee,0.7,0.2,0.2,4.6,1.2,0.8,0.545,0.33299999999999996,0.31,0.6970000000000001,0.46299999999999997,0.5870000000000001
359,Matthew Dellavedova,2.2,2.2,1.4,0.1,0.1,0.0,0.473,0.391,0.321,0.75,0.5,0.0
360,Maurice Harkless,0.9,1.6,0.2,2.7,1.0,0.7,0.449,0.28600000000000003,0.22699999999999998,0.652,0.556,0.857
361,Maxi Kleber,0.7,3.3,0.5,1.4,0.5,0.2,0.462,0.36200000000000004,0.444,0.63,0.545,0.667
362,Melvin Frazier Jr.,0.3,0.0,0.2,0.6,0.0,0.0,0.2,0.0,0.2,0.667,0.0,0.0
363,Meyers Leonard,0.2,2.5,0.3,2.1,0.2,0.4,0.5,0.43,0.474,0.7,0.5,0.435
364,Michael Beasley,3.0,0.3,0.9,1.2,0.6,1.2,0.493,0.17600000000000002,0.39299999999999996,0.5,0.5,0.583
365,Michael Carter-Williams,2.2,0.8,0.5,0.6,0.1,0.1,0.39299999999999996,0.26899999999999996,0.22699999999999998,0.636,0.5,0.5
366,Michael Kidd-Gilchrist,1.4,1.2,0.4,1.9,0.2,0.3,0.41100000000000003,0.37200000000000005,0.361,0.564,0.8,0.3
367,Mikal Bridges,1.3,3.4,0.8,0.9,0.0,0.4,0.434,0.336,0.35100000000000003,0.6,0.33299999999999996,0.529
368,Mike Conley,8.1,3.6,6.9,0.5,0.1,0.6,0.48200000000000004,0.41600000000000004,0.379,0.583,1.0,0.5710000000000001
369,Mike Muscala,0.2,4.6,0.1,1.0,0.2,0.5,0.3,0.363,0.33299999999999996,0.591,0.667,0.643
370,Mike Scott,0.3,3.8,0.6,0.6,0.3,0.2,0.242,0.413,0.35700000000000004,0.5,0.429,0.318
371,Miles Bridges,1.8,2.2,0.5,1.8,0.2,0.2,0.483,0.355,0.214,0.767,0.563,0.667
372,Miles Plumlee,0.3,0.0,0.0,3.4,0.0,0.8,0.6,0.0,0.0,0.703,0.0,0.429
373,Milos Teodosic,0.7,1.4,1.1,0.1,0.0,0.0,0.667,0.368,0.5,1.0,0.0,0.0
374,Mitchell Creek,0.4,0.0,0.0,0.8,0.0,1.0,0.33299999999999996,0.0,0.0,0.5,0.0,0.667
375,Mitchell Robinson,0.0,0.0,0.0,6.8,0.1,0.6,0.0,0.33299999999999996,0.0,0.693,0.75,0.7040000000000001
376,Mo Bamba,0.2,2.0,0.1,3.0,0.5,1.0,0.182,0.35,0.231,0.649,0.308,0.594
377,Monte Morris,3.5,3.0,3.3,0.4,0.0,0.4,0.5710000000000001,0.439,0.469,0.6,0.5,0.5710000000000001
378,Montrezl Harrell,1.4,0.3,0.4,8.9,2.4,3.2,0.5429999999999999,0.433,0.255,0.679,0.49200000000000005,0.667
379,Moritz Wagner,1.0,1.5,0.2,0.9,0.4,0.4,0.5,0.284,0.33299999999999996,0.593,0.5,0.75
380,Myles Turner,0.7,5.5,0.8,3.7,1.4,2.4,0.633,0.41200000000000003,0.419,0.609,0.44799999999999995,0.593
381,Naz Mitrou-Long,0.7,0.0,0.4,0.0,0.0,0.0,0.444,0.0,0.28600000000000003,0.0,0.0,0.0
382,Nemanja Bjelica,1.4,3.7,0.7,3.1,0.4,0.3,0.42200000000000004,0.40700000000000003,0.364,0.614,0.48100000000000004,0.733
383,Nene,0.4,0.6,0.0,1.7,0.2,1.4,0.545,0.382,0.25,0.63,0.429,0.595
384,Nerlens Noel,0.2,0.4,0.2,3.8,0.0,0.7,0.556,0.36200000000000004,0.389,0.637,1.0,0.5
385,Nick Young,0.0,1.5,0.8,0.0,0.0,0.0,0.0,0.33299999999999996,0.33299999999999996,0.0,0.0,0.0
386,Nicolas Batum,1.7,3.7,2.2,1.2,0.1,0.3,0.529,0.409,0.386,0.6,0.6,0.7
387,Nik Stauskas,1.2,2.1,1.9,0.2,0.0,0.1,0.485,0.40299999999999997,0.37799999999999995,0.467,0.0,0.444
388,Nikola Jokic,2.3,4.3,0.9,5.7,3.9,3.3,0.537,0.361,0.36200000000000004,0.648,0.5,0.565
389,Nikola Mirotic,0.6,7.2,1.7,2.9,1.4,0.5,0.33299999999999996,0.39,0.299,0.65,0.591,0.688
390,Nikola Vucevic,1.6,5.9,0.8,8.8,4.5,3.2,0.5429999999999999,0.40299999999999997,0.39299999999999996,0.623,0.48100000000000004,0.604
391,Noah Vonleh,1.6,2.1,0.2,1.9,1.4,0.4,0.469,0.35,0.24100000000000002,0.565,0.521,0.611
392,Norman Powell,2.7,2.9,0.9,0.6,0.0,0.2,0.515,0.43200000000000005,0.282,0.68,1.0,0.5710000000000001
393,OG Anunoby,1.1,2.9,0.3,1.0,0.1,0.3,0.457,0.35100000000000003,0.258,0.5710000000000001,0.33299999999999996,0.769
394,Okaro White,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,Omari Spellman,0.3,3.1,0.0,1.8,0.0,0.4,0.3,0.358,0.14300000000000002,0.447,0.2,0.727
396,Omri Casspi,1.4,1.2,0.1,2.1,0.2,0.8,0.465,0.4,0.2,0.617,0.4,0.667
397,Otto Porter Jr.,2.1,5.4,3.5,1.7,0.5,0.6,0.522,0.433,0.38,0.606,0.526,0.44799999999999995
398,PJ Dozier,0.8,1.0,0.0,1.3,0.0,0.0,0.667,0.222,0.0,1.0,0.0,0.0
399,PJ Tucker,0.4,5.3,0.2,0.7,0.0,0.3,0.353,0.37799999999999995,0.25,0.455,0.0,0.522
400,Pascal Siakam,5.4,3.1,0.6,2.9,1.5,1.1,0.5720000000000001,0.374,0.381,0.65,0.467,0.627
401,Pat Connaughton,1.0,2.9,0.6,1.6,0.0,0.5,0.469,0.319,0.452,0.754,0.0,0.875
402,Patrick Beverley,1.8,3.3,1.2,0.2,0.0,0.0,0.406,0.401,0.375,0.353,0.0,0.0
403,Patrick McCaw,0.5,0.9,0.1,0.1,0.0,0.1,0.33299999999999996,0.36,0.111,0.667,0.0,1.0
404,Patrick Patterson,0.1,2.4,0.1,0.7,0.3,0.2,0.28600000000000003,0.342,0.33299999999999996,0.419,0.625,0.35700000000000004
405,Patty Mills,1.2,3.9,3.0,0.4,0.0,0.1,0.536,0.41100000000000003,0.354,0.52,0.0,0.455
406,Pau Gasol,0.3,1.2,0.1,1.7,0.5,0.7,0.455,0.429,0.28600000000000003,0.613,0.235,0.47100000000000003
407,Paul George,6.2,7.3,8.1,1.7,0.9,1.6,0.475,0.39299999999999996,0.385,0.614,0.51,0.573
408,Paul Millsap,2.1,2.6,1.1,3.6,2.3,0.6,0.483,0.406,0.336,0.5720000000000001,0.465,0.47200000000000003
409,Quincy Acy,0.0,0.6,0.0,0.7,0.0,0.2,0.0,0.125,0.0,0.667,0.0,0.5
410,Quincy Pondexter,0.7,0.3,0.2,0.4,0.0,0.0,0.529,0.313,0.364,0.6920000000000001,0.0,0.5
411,Quinn Cook,1.1,2.4,2.5,0.3,0.0,0.2,0.45,0.47700000000000004,0.414,0.556,0.0,0.667
412,RJ Hunter,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.429,0.5,0.0,0.0,0.0
413,Rajon Rondo,4.1,1.7,2.8,0.3,0.0,0.1,0.433,0.33299999999999996,0.36,0.462,0.0,0.4
414,Raul Neto,2.7,1.3,0.8,0.1,0.0,0.0,0.519,0.364,0.317,1.0,0.0,0.0
415,Rawle Alkins,1.1,0.9,0.0,0.5,0.0,0.0,0.33299999999999996,0.375,0.0,0.25,0.0,0.0
416,Ray Spalding,0.1,0.1,0.0,2.5,0.0,1.1,0.0,0.2,0.0,0.5329999999999999,0.0,0.778
417,Raymond Felton,0.8,1.5,1.5,0.0,0.0,0.0,0.375,0.37799999999999995,0.387,0.0,0.0,0.0
418,Reggie Bullock,0.9,6.7,1.7,0.5,0.0,0.3,0.414,0.397,0.38799999999999996,0.485,0.0,0.588
419,Reggie Jackson,4.8,4.7,4.1,0.4,0.1,0.2,0.45399999999999996,0.396,0.402,0.632,0.5,0.667
420,Richaun Holmes,0.8,0.2,0.1,5.4,0.4,1.7,0.478,0.276,0.5,0.655,0.5710000000000001,0.539
421,Ricky Rubio,4.6,2.8,3.3,0.2,0.0,0.1,0.49200000000000005,0.32799999999999996,0.35600000000000004,0.545,0.0,0.444
422,Robert Covington,1.5,6.8,1.3,1.0,0.0,0.5,0.439,0.395,0.3,0.593,0.0,0.727
423,Robert Williams III,0.0,0.1,0.0,2.1,0.1,0.4,0.0,0.25,0.0,0.721,0.667,1.0
424,Robin Lopez,0.7,0.6,0.2,4.1,3.1,2.0,0.579,0.281,0.375,0.6459999999999999,0.595,0.574
425,Rodions Kurucs,2.1,2.6,0.3,1.7,0.0,0.1,0.485,0.315,0.292,0.607,0.0,0.75
426,Rodney Hood,2.9,2.4,4.1,0.5,0.5,0.2,0.433,0.365,0.424,0.867,0.48100000000000004,0.462
427,Rodney McGruder,2.0,3.1,0.9,0.9,0.0,0.2,0.40399999999999997,0.35200000000000004,0.369,0.532,0.0,0.25
428,Ron Baker,0.1,0.2,0.1,0.2,0.0,0.1,0.0,0.1,0.2,1.0,0.0,1.0
429,Rondae Hollis-Jefferson,2.7,0.6,0.6,1.8,0.7,1.1,0.435,0.188,0.295,0.469,0.42100000000000004,0.547
430,Royce O'Neale,1.1,2.4,0.2,0.4,0.0,0.1,0.466,0.41,0.207,0.64,0.0,0.833
431,Rudy Gay,3.7,2.9,4.1,1.4,1.6,0.4,0.527,0.395,0.528,0.625,0.527,0.647
432,Rudy Gobert,0.4,0.0,0.0,12.8,0.2,2.5,0.542,0.16699999999999998,0.0,0.7020000000000001,0.263,0.585
433,Russell Westbrook,7.5,2.8,6.1,1.5,1.0,0.6,0.502,0.314,0.314,0.672,0.386,0.5
434,Ryan Anderson,0.5,1.1,0.4,0.2,0.2,0.0,0.5,0.237,0.294,0.28600000000000003,0.5,0.0
435,Ryan Arcidiacono,2.2,2.6,1.5,0.2,0.0,0.1,0.5,0.42100000000000004,0.39799999999999996,0.818,0.0,0.4
436,Ryan Broekhoff,0.3,2.5,0.4,0.3,0.0,0.1,0.5,0.40700000000000003,0.43799999999999994,0.625,0.0,0.5
437,Salah Mejri,0.3,0.8,0.2,2.2,0.1,0.4,0.375,0.243,0.5,0.66,0.5,0.462
438,Sam Dekker,0.9,1.1,0.5,1.6,0.0,0.4,0.33299999999999996,0.31,0.31,0.618,0.0,0.563
439,Scott Machado,0.5,0.0,0.8,0.5,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.0
440,Semi Ojeleye,0.4,1.5,0.2,0.7,0.0,0.2,0.42100000000000004,0.341,0.2,0.889,0.0,0.556
441,Serge Ibaka,1.0,5.4,0.7,5.4,1.3,3.3,0.444,0.44,0.39399999999999996,0.6809999999999999,0.519,0.615
442,Seth Curry,1.4,3.2,2.9,0.1,0.0,0.0,0.5429999999999999,0.467,0.41100000000000003,0.375,0.0,0.5
443,Shabazz Napier,2.9,1.8,3.5,0.3,0.0,0.1,0.41,0.327,0.361,0.667,0.0,0.667
444,Shai Gilgeous-Alexander,5.1,1.7,2.9,0.4,0.1,0.2,0.49700000000000005,0.387,0.423,0.636,0.5,0.583
445,Shake Milton,0.4,2.1,0.9,0.3,0.0,0.1,0.25,0.33299999999999996,0.444,0.6,0.0,0.5
446,Shaquille Harrison,3.3,0.9,0.3,0.4,0.0,0.1,0.452,0.28,0.192,0.467,0.0,0.833
447,Shaun Livingston,0.5,0.3,1.1,1.4,0.4,0.4,0.483,0.579,0.4,0.6559999999999999,0.423,0.5710000000000001
448,Shelvin Mack,2.6,1.0,2.4,0.4,0.0,0.3,0.41600000000000004,0.32299999999999995,0.33299999999999996,0.5,0.5,0.35
449,Sindarius Thornwell,0.3,0.1,0.0,0.2,0.0,0.1,0.4,0.2,0.0,0.7140000000000001,0.0,0.5
450,Skal Labissiere,0.3,0.7,0.5,1.2,0.5,0.3,0.667,0.462,0.5710000000000001,0.625,0.364,1.0
451,Solomon Hill,0.3,2.2,0.3,1.0,0.0,0.3,0.182,0.327,0.294,0.731,0.0,0.6
452,Spencer Dinwiddie,8.6,2.5,3.9,0.2,0.0,0.2,0.521,0.37,0.33899999999999997,0.875,0.0,1.0
453,Stanley Johnson,2.0,2.5,0.8,0.3,0.1,0.2,0.523,0.302,0.3,0.429,0.5,0.75
454,Stephen Curry,3.9,9.5,8.3,1.2,0.2,0.9,0.5,0.444,0.42700000000000005,0.7,0.5,0.6759999999999999
455,Sterling Brown,1.5,2.4,0.6,0.7,0.1,0.1,0.5429999999999999,0.385,0.318,0.563,1.0,1.0
456,Steven Adams,0.1,0.5,0.2,9.6,3.0,2.6,0.667,0.447,0.467,0.615,0.546,0.594
457,Svi Mykhailiuk,0.4,1.9,0.5,0.1,0.0,0.0,0.467,0.325,0.28600000000000003,0.4,0.0,0.0
458,T.J. McConnell,2.9,0.8,2.6,0.5,0.0,0.2,0.529,0.434,0.473,0.667,0.0,0.545
459,T.J. Warren,5.9,5.1,2.7,1.7,0.2,0.8,0.47600000000000003,0.444,0.358,0.7170000000000001,0.308,0.667
460,TJ Leaf,0.6,0.5,0.1,1.7,0.4,0.5,0.457,0.27,0.25,0.708,0.611,0.583
461,Tahjere McCall,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
462,Taj Gibson,0.6,1.1,0.3,6.0,1.8,1.7,0.45,0.386,0.5,0.635,0.514,0.51
463,Taurean Prince,3.1,4.9,3.4,0.5,0.0,0.1,0.48100000000000004,0.41600000000000004,0.374,0.65,0.0,0.6
464,Terrance Ferguson,0.6,4.3,0.2,0.8,0.0,0.2,0.387,0.375,0.16699999999999998,0.7070000000000001,0.0,0.556
465,Terrence Jones,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
466,Terrence Ross,1.1,7.1,4.8,0.5,0.0,0.8,0.43200000000000005,0.414,0.401,0.68,0.0,0.608
467,Terry Rozier,2.1,3.1,2.6,0.3,0.0,0.1,0.41700000000000004,0.377,0.32899999999999996,0.579,0.0,0.625
468,Thabo Sefolosha,0.5,1.9,0.4,0.4,0.1,0.2,0.435,0.42700000000000005,0.429,0.6920000000000001,0.5,0.7140000000000001
469,Thaddeus Young,1.1,2.0,0.2,4.6,2.3,1.4,0.506,0.348,0.175,0.631,0.485,0.635
470,Theo Pinson,1.1,1.3,0.8,0.3,0.0,0.0,0.4,0.276,0.22699999999999998,0.75,0.0,0.0
471,Thomas Bryant,0.3,2.1,0.2,5.7,0.3,1.8,0.6,0.392,0.348,0.748,0.563,0.591
472,Thomas Welsh,0.0,1.4,0.0,0.1,0.0,0.4,0.0,0.545,0.0,0.0,0.0,1.0
473,Thon Maker,0.2,2.4,0.1,1.4,0.0,0.4,0.5,0.331,0.214,0.565,0.0,0.563
474,Tim Frazier,1.3,1.5,1.2,0.6,0.0,0.2,0.47700000000000004,0.449,0.344,0.654,0.0,0.4
475,Tim Hardaway Jr.,3.6,4.7,5.9,0.7,0.5,0.5,0.42,0.32,0.391,0.588,0.545,0.619
476,Timothe Luwawu-Cabarrot,0.9,2.2,0.3,0.6,0.0,0.0,0.395,0.33,0.233,0.706,0.0,0.0
477,Tobias Harris,5.8,4.3,5.0,2.2,1.4,1.0,0.503,0.39,0.444,0.67,0.484,0.66
478,Tomas Satoransky,2.8,2.3,1.0,1.4,0.1,0.5,0.456,0.406,0.345,0.662,0.5710000000000001,0.737
479,Tony Bradley,0.0,0.0,0.0,5.7,0.0,1.0,0.0,0.0,0.0,0.727,0.0,0.25
480,Tony Parker,5.0,0.8,2.8,0.1,0.0,0.1,0.519,0.304,0.434,0.25,0.0,0.667
481,Tony Snell,1.1,3.1,0.4,0.5,0.0,0.2,0.474,0.39799999999999996,0.302,0.586,0.0,0.875
482,Torrey Craig,0.4,2.3,0.3,1.3,0.0,0.2,0.419,0.313,0.37,0.614,0.0,0.636
